wifiid,gpslatitude,gpslongitude,gpsposaccuracy,rssi,MAC
1376444845,55.7058,13.1954,4,-82,b4:5d:50:0b:8f:31
1154751325,55.7061,13.1957,8,-74,f0:5c:19:bd:40:e1
1154751325,55.7071,13.1957,6,-79,f0:5c:19:bd:40:e1
1154751325,55.7067,13.1961,6,-73,f0:5c:19:bd:40:e1
1154751325,55.7068,13.1961,6,-77,f0:5c:19:bd:40:e1
654427236,55.7079,13.1964,5,-82,ac:a3:1e:d3:e8:00
336523183,55.713,13.1965,8,-89,e0:91:53:78:49:20
201435797,55.713,13.1965,9,-85,70:81:05:3a:da:e1
327060419,55.713,13.1965,9,-82,e0:91:53:78:45:fc
336523183,55.713,13.1965,9,-83,e0:91:53:78:49:20
339445317,55.713,13.1965,9,-90,e0:91:53:78:46:a4
357776104,55.713,13.1965,9,-77,e0:91:53:78:49:58
1075182903,55.713,13.1965,9,-85,02:23:f3:d2:06:cd
1154751325,55.7075,13.1966,8,-88,f0:5c:19:bd:40:e1
654427236,55.7074,13.1968,6,-82,ac:a3:1e:d3:e8:00
1154751325,55.7063,13.197,10,-77,f0:5c:19:bd:40:e1
702714370,55.7072,13.1973,8,-72,ac:a3:1e:d3:e3:00
654427236,55.7072,13.1973,6,-82,ac:a3:1e:d3:e8:00
336523183,55.7134,13.1975,10,-89,e0:91:53:78:49:20
336523183,55.7134,13.1975,10,-89,e0:91:53:78:49:20
654427236,55.707,13.1977,4,-82,ac:a3:1e:d3:e8:00
702714370,55.707,13.1977,8,-87,ac:a3:1e:d3:e3:00
1035981973,55.7142,13.1979,5,-71,40:b8:37:b5:5d:5f
687020788,55.7069,13.198,4,-83,ac:a3:1e:d3:e3:10
687020789,55.7069,13.198,4,-85,ac:a3:1e:d3:e3:11
1035981973,55.7142,13.198,4,-71,40:b8:37:b5:5d:5f
1035981973,55.7142,13.1981,4,-71,40:b8:37:b5:5d:5f
1035981973,55.7142,13.1981,4,-71,40:b8:37:b5:5d:5f
1035981973,55.7142,13.1981,4,-71,40:b8:37:b5:5d:5f
1035981973,55.7142,13.1981,4,-71,40:b8:37:b5:5d:5f
1035981973,55.714,13.1981,7,-88,40:b8:37:b5:5d:5f
1035981973,55.714,13.1981,7,-88,40:b8:37:b5:5d:5f
1035981973,55.714,13.1981,7,-88,40:b8:37:b5:5d:5f
1035981973,55.714,13.1981,7,-88,40:b8:37:b5:5d:5f
1509757598,55.7143,13.1981,4,-74,
1035981973,55.7143,13.1982,5,-68,40:b8:37:b5:5d:5f
1035981973,55.7143,13.1982,5,-68,40:b8:37:b5:5d:5f
1035981973,55.7143,13.1982,5,-68,40:b8:37:b5:5d:5f
1035981973,55.7143,13.1982,5,-68,40:b8:37:b5:5d:5f
1166890813,55.7142,13.1982,4,-83,70:3a:0e:9a:6c:b1
1166890814,55.7142,13.1982,4,-83,70:3a:0e:9a:6c:b0
1316664694,55.7142,13.1982,4,-82,70:3a:0e:9a:6c:b2
336523183,55.7142,13.1982,8,-89,e0:91:53:78:49:20
1509757598,55.7144,13.1983,3,-82,
1166890813,55.7143,13.1983,4,-83,70:3a:0e:9a:6c:b1
1166890814,55.7143,13.1983,4,-83,70:3a:0e:9a:6c:b0
1316664694,55.7143,13.1983,4,-82,70:3a:0e:9a:6c:b2
336523183,55.7143,13.1984,7,-89,e0:91:53:78:49:20
813577021,55.7144,13.1984,3,-90,
933849440,55.7144,13.1984,3,-83,40:e3:d6:d3:d1:b2
934787177,55.7144,13.1984,3,-91,40:e3:d6:d3:d3:32
654427236,55.7068,13.1984,10,-91,ac:a3:1e:d3:e8:00
878638147,55.7144,13.1984,4,-80,
878638147,55.7144,13.1984,4,-80,
878638147,55.7144,13.1984,4,-80,
933849440,55.7144,13.1984,4,-79,40:e3:d6:d3:d1:b2
933849440,55.7144,13.1984,4,-79,40:e3:d6:d3:d1:b2
933849440,55.7144,13.1984,4,-79,40:e3:d6:d3:d1:b2
812725925,55.7145,13.1986,6,-77,
812725945,55.7145,13.1986,6,-76,
654427236,55.7074,13.1986,9,-83,ac:a3:1e:d3:e8:00
329723303,55.7145,13.1988,3,-90,e0:91:53:78:49:65
654427236,55.7065,13.199,6,-83,ac:a3:1e:d3:e8:00
767023141,55.7064,13.1991,5,-82,ac:a3:1e:d3:e8:02
687020788,55.7078,13.1991,3,-83,ac:a3:1e:d3:e3:10
687020789,55.7078,13.1991,3,-85,ac:a3:1e:d3:e3:11
642776778,55.7063,13.1992,4,-83,ac:a3:1e:d3:e7:a1
654474280,55.7063,13.1992,4,-84,ac:a3:1e:d3:e7:a0
767023101,55.7063,13.1992,4,-84,ac:a3:1e:d3:e7:a2
767023141,55.7063,13.1992,4,-84,ac:a3:1e:d3:e8:02
654427236,55.7064,13.1992,9,-91,ac:a3:1e:d3:e8:00
654474352,55.7077,13.1993,10,-89,ac:a3:1e:d3:e4:51
654474435,55.7062,13.1993,4,-85,ac:a3:1e:d3:de:00
654474463,55.7062,13.1993,4,-87,ac:a3:1e:d3:e4:80
702714279,55.7062,13.1993,4,-92,ac:a3:1e:d3:e7:b1
702714303,55.7062,13.1993,4,-86,ac:a3:1e:d3:e8:10
702714306,55.7062,13.1993,4,-86,ac:a3:1e:d3:e8:11
702714312,55.7062,13.1993,4,-92,ac:a3:1e:d3:e7:b0
336523183,55.7147,13.1994,8,-89,e0:91:53:78:49:20
642776778,55.7063,13.1994,5,-82,ac:a3:1e:d3:e7:a1
795674917,55.7063,13.1994,5,-77,ac:a3:1e:d3:e3:42
642776778,55.7062,13.1996,6,-82,ac:a3:1e:d3:e7:a1
767023141,55.7062,13.1996,6,-82,ac:a3:1e:d3:e8:02
795674917,55.7062,13.1996,6,-77,ac:a3:1e:d3:e3:42
812725945,55.7148,13.1996,5,-76,
933849440,55.7148,13.1996,5,-89,40:e3:d6:d3:d1:b2
934787177,55.7148,13.1996,5,-92,40:e3:d6:d3:d3:32
642776778,55.706,13.1997,8,-92,ac:a3:1e:d3:e7:a1
702714279,55.706,13.1997,8,-77,ac:a3:1e:d3:e7:b1
702714312,55.706,13.1997,8,-77,ac:a3:1e:d3:e7:b0
702714303,55.7059,13.1997,3,-86,ac:a3:1e:d3:e8:10
702714306,55.7059,13.1997,3,-87,ac:a3:1e:d3:e8:11
702714370,55.707,13.1999,4,-85,ac:a3:1e:d3:e3:00
654474351,55.7071,13.1999,9,-89,ac:a3:1e:d3:e4:50
654474352,55.7071,13.1999,9,-91,ac:a3:1e:d3:e4:51
687020788,55.7071,13.1999,9,-87,ac:a3:1e:d3:e3:10
687020789,55.7071,13.1999,9,-88,ac:a3:1e:d3:e3:11
702714370,55.7071,13.1999,9,-84,ac:a3:1e:d3:e3:00
687020788,55.7058,13.1999,4,-83,ac:a3:1e:d3:e3:10
687020789,55.7058,13.1999,4,-85,ac:a3:1e:d3:e3:11
702714370,55.7071,13.2,8,-86,ac:a3:1e:d3:e3:00
642776778,55.7058,13.2,6,-87,ac:a3:1e:d3:e7:a1
654427236,55.7058,13.2,6,-83,ac:a3:1e:d3:e8:00
654474280,55.7058,13.2,6,-89,ac:a3:1e:d3:e7:a0
702714370,55.7073,13.2001,8,-72,ac:a3:1e:d3:e3:00
687020788,55.7008,13.2001,8,-83,ac:a3:1e:d3:e3:10
687020789,55.7008,13.2001,8,-85,ac:a3:1e:d3:e3:11
687020788,55.7074,13.2001,5,-83,ac:a3:1e:d3:e3:10
687020789,55.7074,13.2001,5,-85,ac:a3:1e:d3:e3:11
702714370,55.7075,13.2001,8,-83,ac:a3:1e:d3:e3:00
641448991,55.7054,13.2002,5,-90,ac:a3:1e:d3:e4:90
641448998,55.7054,13.2002,5,-90,ac:a3:1e:d3:e4:91
702714312,55.7054,13.2002,5,-93,ac:a3:1e:d3:e7:b0
702714279,55.7062,13.2003,8,-89,ac:a3:1e:d3:e7:b1
654474351,55.7073,13.2003,6,-83,ac:a3:1e:d3:e4:50
654474352,55.7073,13.2003,6,-82,ac:a3:1e:d3:e4:51
687020788,55.7073,13.2003,6,-83,ac:a3:1e:d3:e3:10
687020789,55.7073,13.2003,6,-83,ac:a3:1e:d3:e3:11
702714370,55.7073,13.2003,6,-85,ac:a3:1e:d3:e3:00
637404898,55.7065,13.2004,10,-86,ac:a3:1e:d3:e5:80
637404900,55.7065,13.2004,10,-81,ac:a3:1e:d3:e5:81
642776902,55.7065,13.2004,10,-80,ac:a3:1e:d3:e5:90
642776903,55.7065,13.2004,10,-80,ac:a3:1e:d3:e5:91
654474280,55.7065,13.2004,10,-78,ac:a3:1e:d3:e7:a0
702714279,55.7065,13.2004,10,-83,ac:a3:1e:d3:e7:b1
201435797,55.7152,13.2006,6,-64,70:81:05:3a:da:e1
1017389720,55.7152,13.2006,6,-87,f0:5c:19:8d:48:20
1698397814,55.7152,13.2006,6,-86,e4:95:6e:44:2a:87
336523183,55.715,13.2007,8,-89,e0:91:53:78:49:20
336523183,55.715,13.2007,8,-89,e0:91:53:78:49:20
687020788,55.7019,13.2007,8,-83,ac:a3:1e:d3:e3:10
687020789,55.7019,13.2007,8,-85,ac:a3:1e:d3:e3:11
812725945,55.714,13.2007,10,-92,
896289537,55.714,13.2007,10,-84,
637404898,55.7067,13.2007,10,-87,ac:a3:1e:d3:e5:80
641448991,55.7067,13.2007,10,-86,ac:a3:1e:d3:e4:90
642776778,55.7067,13.2007,10,-80,ac:a3:1e:d3:e7:a1
642776902,55.7067,13.2007,10,-89,ac:a3:1e:d3:e5:90
702714279,55.7067,13.2007,10,-83,ac:a3:1e:d3:e7:b1
452528897,55.7054,13.2008,8,-94,84:b5:9c:ea:58:40
452528898,55.7054,13.2008,8,-93,84:b5:9c:ea:58:42
642776902,55.7069,13.2009,8,-81,ac:a3:1e:d3:e5:90
687020788,55.7023,13.201,7,-83,ac:a3:1e:d3:e3:10
687020789,55.7023,13.201,7,-85,ac:a3:1e:d3:e3:11
687020788,55.7045,13.2011,6,-83,ac:a3:1e:d3:e3:10
687020789,55.7045,13.2011,6,-85,ac:a3:1e:d3:e3:11
654427236,55.7046,13.2012,8,-85,ac:a3:1e:d3:e8:00
687020788,55.7032,13.2013,7,-83,ac:a3:1e:d3:e3:10
687020789,55.7032,13.2013,7,-85,ac:a3:1e:d3:e3:11
452528897,55.7059,13.2016,6,-90,84:b5:9c:ea:58:40
452528897,55.706,13.2017,3,-87,84:b5:9c:ea:58:40
452528897,55.706,13.2017,3,-87,84:b5:9c:ea:58:40
452528898,55.706,13.2017,3,-87,84:b5:9c:ea:58:42
452528898,55.706,13.2017,3,-87,84:b5:9c:ea:58:42
452528893,55.7052,13.2017,4,-92,84:b5:9c:ea:58:43
452528894,55.7052,13.2017,4,-92,84:b5:9c:ea:58:41
452528897,55.706,13.2017,3,-90,84:b5:9c:ea:58:40
452528893,55.7052,13.2017,3,-90,84:b5:9c:ea:58:43
452528894,55.7052,13.2017,3,-91,84:b5:9c:ea:58:41
452528898,55.7059,13.2018,6,-90,84:b5:9c:ea:58:42
452528893,55.7052,13.2019,3,-92,84:b5:9c:ea:58:43
452528894,55.7052,13.2019,3,-92,84:b5:9c:ea:58:41
654474351,55.7068,13.202,3,-83,ac:a3:1e:d3:e4:50
654474352,55.7068,13.202,3,-82,ac:a3:1e:d3:e4:51
687020788,55.7068,13.202,3,-83,ac:a3:1e:d3:e3:10
687020789,55.7068,13.202,3,-83,ac:a3:1e:d3:e3:11
702714370,55.7068,13.202,3,-85,ac:a3:1e:d3:e3:00
452528897,55.705,13.2022,3,-85,84:b5:9c:ea:58:40
452528898,55.706,13.2022,7,-89,84:b5:9c:ea:58:42
452528897,55.706,13.2022,3,-87,84:b5:9c:ea:58:40
452528898,55.706,13.2022,3,-88,84:b5:9c:ea:58:42
452528893,55.7054,13.2023,4,-88,84:b5:9c:ea:58:43
452528894,55.7054,13.2023,4,-87,84:b5:9c:ea:58:41
319457504,55.7197,13.2023,5,-85,00:26:3e:b4:10:43
319457511,55.7197,13.2023,5,-83,00:26:3e:b4:10:41
452528898,55.7052,13.2023,7,-84,84:b5:9c:ea:58:42
336523183,55.7154,13.2024,6,-89,e0:91:53:78:49:20
812725925,55.7156,13.2024,9,-77,
812725945,55.7156,13.2024,9,-76,
654474351,55.7065,13.2025,10,-89,ac:a3:1e:d3:e4:50
654474352,55.7065,13.2025,10,-91,ac:a3:1e:d3:e4:51
687020788,55.7065,13.2025,10,-87,ac:a3:1e:d3:e3:10
687020789,55.7065,13.2025,10,-88,ac:a3:1e:d3:e3:11
702714370,55.7065,13.2025,10,-84,ac:a3:1e:d3:e3:00
336523183,55.7154,13.2027,8,-89,e0:91:53:78:49:20
336523183,55.7154,13.2027,8,-89,e0:91:53:78:49:20
327060843,55.7201,13.2028,8,-85,e0:91:53:78:49:62
336523178,55.7201,13.2028,8,-87,e0:91:53:78:47:f0
351103208,55.7201,13.2028,8,-87,e0:91:53:78:47:00
319457504,55.7155,13.2028,9,-85,00:26:3e:b4:10:43
319457511,55.7155,13.2028,9,-83,00:26:3e:b4:10:41
812725925,55.7153,13.2029,5,-83,
813577019,55.7153,13.2029,5,-92,
813577021,55.7153,13.2029,5,-90,
933849440,55.7153,13.2029,5,-89,40:e3:d6:d3:d1:b2
934787177,55.7153,13.2029,5,-92,40:e3:d6:d3:d3:32
452528898,55.7056,13.2031,4,-84,84:b5:9c:ea:58:42
319457504,55.7111,13.2035,4,-91,00:26:3e:b4:10:43
319457511,55.7111,13.2035,4,-91,00:26:3e:b4:10:41
933849440,55.7148,13.2037,7,-90,40:e3:d6:d3:d1:b2
933849440,55.7147,13.2039,10,-90,40:e3:d6:d3:d1:b2
319457504,55.7112,13.204,3,-89,00:26:3e:b4:10:43
654474351,55.7066,13.2042,2,-83,ac:a3:1e:d3:e4:50
654474352,55.7066,13.2042,2,-82,ac:a3:1e:d3:e4:51
687020788,55.7066,13.2042,2,-83,ac:a3:1e:d3:e3:10
687020789,55.7066,13.2042,2,-83,ac:a3:1e:d3:e3:11
319457504,55.7114,13.2042,3,-92,00:26:3e:b4:10:43
933849440,55.7144,13.2046,10,-90,40:e3:d6:d3:d1:b2
933849440,55.7141,13.2046,9,-90,40:e3:d6:d3:d1:b2
812725925,55.7139,13.2046,3,-83,
812725945,55.7139,13.2046,3,-83,
933849440,55.7139,13.2047,6,-90,40:e3:d6:d3:d1:b2
933849440,55.7137,13.2048,7,-85,40:e3:d6:d3:d1:b2
933849440,55.7137,13.2048,9,-90,40:e3:d6:d3:d1:b2
812725945,55.7129,13.2048,4,-89,
878638147,55.7132,13.2049,9,-87,
878638149,55.7132,13.2049,9,-87,
812725925,55.7135,13.2049,5,-84,
319457504,55.7115,13.205,6,-85,00:26:3e:b4:10:43
319457511,55.7115,13.205,6,-86,00:26:3e:b4:10:41
1274080942,55.7115,13.205,3,-89,a8:bd:27:4e:57:93
1274080945,55.7115,13.205,3,-88,a8:bd:27:4e:57:92
1274080950,55.7115,13.205,3,-89,a8:bd:27:4e:57:91
1274080951,55.7115,13.205,3,-88,a8:bd:27:4e:57:90
1370556994,55.7115,13.205,3,-88,a8:bd:27:4e:57:94
327060419,55.7137,13.205,9,-74,e0:91:53:78:45:fc
327060843,55.7137,13.205,9,-78,e0:91:53:78:49:62
329723303,55.7137,13.205,9,-81,e0:91:53:78:49:65
336523178,55.7137,13.205,9,-86,e0:91:53:78:47:f0
336523183,55.7137,13.205,9,-83,e0:91:53:78:49:20
1381872310,55.7137,13.205,9,-88,50:c7:bf:49:cf:73
812725945,55.7133,13.205,3,-86,
933849440,55.7134,13.205,9,-90,40:e3:d6:d3:d1:b2
812725925,55.7133,13.205,6,-89,
812725945,55.7133,13.205,6,-86,
812725925,55.7133,13.205,3,-88,
336523183,55.7133,13.205,10,-89,e0:91:53:78:49:20
812725945,55.7134,13.205,7,-86,
812725925,55.713,13.205,3,-88,
812725925,55.7129,13.2051,4,-88,
812725925,55.7129,13.2051,5,-86,
812725945,55.7129,13.2051,5,-88,
812725925,55.7132,13.2051,3,-88,
812725925,55.7132,13.2051,3,-88,
1035981973,55.7132,13.2051,6,-90,40:b8:37:b5:5d:5f
327060419,55.7133,13.2051,8,-74,e0:91:53:78:45:fc
327060843,55.7133,13.2051,8,-78,e0:91:53:78:49:62
329723303,55.7133,13.2051,8,-81,e0:91:53:78:49:65
336523178,55.7133,13.2051,8,-86,e0:91:53:78:47:f0
336523183,55.7133,13.2051,8,-83,e0:91:53:78:49:20
1381872310,55.7133,13.2051,8,-88,50:c7:bf:49:cf:73
812725945,55.713,13.2052,4,-86,
812725945,55.713,13.2052,4,-86,
812725945,55.713,13.2052,4,-86,
933849440,55.7131,13.2052,5,-90,40:e3:d6:d3:d1:b2
336523183,55.7128,13.2052,4,-89,e0:91:53:78:49:20
319457504,55.7128,13.2052,5,-88,00:26:3e:b4:10:43
319457511,55.7128,13.2052,5,-87,00:26:3e:b4:10:41
812725945,55.7138,13.2052,5,-91,
933849440,55.713,13.2052,7,-90,40:e3:d6:d3:d1:b2
812725925,55.712,13.2053,4,-87,
319457504,55.7121,13.2053,5,-91,00:26:3e:b4:10:43
319457511,55.7121,13.2053,5,-92,00:26:3e:b4:10:41
221101241,55.7114,13.2053,3,-89,02:22:32:35:45:2f
221101241,55.7114,13.2053,3,-89,02:22:32:35:45:2f
336523185,55.7114,13.2053,3,-77,e0:91:53:78:43:f0
336523185,55.7114,13.2053,3,-77,e0:91:53:78:43:f0
339445317,55.7114,13.2053,3,-87,e0:91:53:78:46:a4
339445317,55.7114,13.2053,3,-87,e0:91:53:78:46:a4
1381872310,55.7114,13.2053,3,-86,50:c7:bf:49:cf:73
1381872310,55.7114,13.2053,3,-86,50:c7:bf:49:cf:73
1381872311,55.7114,13.2053,3,-85,50:c7:bf:49:cf:74
1381872311,55.7114,13.2053,3,-85,50:c7:bf:49:cf:74
1669547916,55.7114,13.2053,3,-90,bc:ae:c5:7e:9c:90
1669547916,55.7114,13.2053,3,-90,bc:ae:c5:7e:9c:90
319457504,55.7121,13.2053,4,-91,00:26:3e:b4:10:43
319457511,55.7121,13.2053,4,-91,00:26:3e:b4:10:41
201435797,55.7124,13.2053,7,-76,70:81:05:3a:da:e1
336523183,55.7124,13.2053,7,-89,e0:91:53:78:49:20
1238951884,55.7124,13.2053,7,-90,c4:b3:01:e1:8e:fe
201435797,55.7124,13.2053,7,-76,70:81:05:3a:da:e1
201435797,55.7124,13.2053,7,-76,70:81:05:3a:da:e1
336523183,55.7124,13.2053,7,-89,e0:91:53:78:49:20
336523183,55.7124,13.2053,7,-89,e0:91:53:78:49:20
1238951884,55.7124,13.2053,7,-90,c4:b3:01:e1:8e:fe
1238951884,55.7124,13.2053,7,-90,c4:b3:01:e1:8e:fe
319457504,55.712,13.2054,8,-89,00:26:3e:b4:10:43
319457511,55.712,13.2054,8,-88,00:26:3e:b4:10:41
812725925,55.712,13.2054,7,-90,
812725945,55.712,13.2054,7,-88,
319457504,55.7121,13.2054,8,-90,00:26:3e:b4:10:43
812725945,55.7122,13.2054,8,-86,
319457504,55.7122,13.2054,4,-91,00:26:3e:b4:10:43
319457511,55.7122,13.2054,4,-90,00:26:3e:b4:10:41
319457504,55.7121,13.2054,3,-88,00:26:3e:b4:10:43
319457511,55.7121,13.2054,3,-85,00:26:3e:b4:10:41
812725925,55.7122,13.2054,5,-76,
812725945,55.7122,13.2054,5,-85,
933849440,55.7122,13.2054,5,-85,40:e3:d6:d3:d1:b2
812725925,55.7127,13.2054,4,-87,
319457504,55.7118,13.2054,4,-90,00:26:3e:b4:10:43
319457511,55.7118,13.2054,4,-91,00:26:3e:b4:10:41
319457504,55.7117,13.2054,8,-87,00:26:3e:b4:10:43
319457511,55.7117,13.2054,8,-87,00:26:3e:b4:10:41
812725925,55.7122,13.2054,5,-86,
812725945,55.7122,13.2054,5,-88,
319457504,55.7122,13.2054,3,-90,00:26:3e:b4:10:43
319457511,55.7122,13.2054,3,-89,00:26:3e:b4:10:41
319457504,55.712,13.2055,4,-91,00:26:3e:b4:10:43
319457511,55.712,13.2055,4,-90,00:26:3e:b4:10:41
319457504,55.7121,13.2055,4,-90,00:26:3e:b4:10:43
319457511,55.7121,13.2055,4,-92,00:26:3e:b4:10:41
319457504,55.7121,13.2055,4,-90,00:26:3e:b4:10:43
319457511,55.7121,13.2055,4,-92,00:26:3e:b4:10:41
319457504,55.7121,13.2055,3,-90,00:26:3e:b4:10:43
319457511,55.7121,13.2055,3,-89,00:26:3e:b4:10:41
319457504,55.7121,13.2055,5,-91,00:26:3e:b4:10:43
319457511,55.7121,13.2055,5,-91,00:26:3e:b4:10:41
933849440,55.7125,13.2055,4,-90,40:e3:d6:d3:d1:b2
319457504,55.7122,13.2055,6,-89,00:26:3e:b4:10:43
319457511,55.7122,13.2055,6,-90,00:26:3e:b4:10:41
319457504,55.712,13.2055,5,-91,00:26:3e:b4:10:43
319457511,55.712,13.2055,5,-91,00:26:3e:b4:10:41
933849440,55.712,13.2055,3,-90,40:e3:d6:d3:d1:b2
319457504,55.712,13.2055,5,-91,00:26:3e:b4:10:43
319457504,55.7121,13.2055,7,-90,00:26:3e:b4:10:43
319457504,55.7121,13.2055,7,-90,00:26:3e:b4:10:43
319457511,55.712,13.2055,5,-91,00:26:3e:b4:10:41
319457511,55.7121,13.2055,7,-90,00:26:3e:b4:10:41
319457511,55.7121,13.2055,7,-90,00:26:3e:b4:10:41
812725945,55.7128,13.2055,8,-92,
319457511,55.7118,13.2055,3,-91,00:26:3e:b4:10:41
319457504,55.7117,13.2055,4,-87,00:26:3e:b4:10:43
319457504,55.7118,13.2055,9,-90,00:26:3e:b4:10:43
319457511,55.7117,13.2055,4,-87,00:26:3e:b4:10:41
319457511,55.7118,13.2055,9,-89,00:26:3e:b4:10:41
637404825,55.7116,13.2055,4,-90,ac:a3:1e:d3:e1:01
812725925,55.7118,13.2055,9,-83,
812725945,55.7118,13.2055,9,-80,
896218418,55.7118,13.2055,9,-90,
896289537,55.7118,13.2055,9,-91,
933849460,55.7118,13.2055,9,-91,40:e3:d6:d3:d9:12
327060419,55.712,13.2055,5,-74,e0:91:53:78:45:fc
327060843,55.712,13.2055,5,-78,e0:91:53:78:49:62
329723303,55.712,13.2055,5,-81,e0:91:53:78:49:65
336523178,55.712,13.2055,5,-86,e0:91:53:78:47:f0
336523183,55.712,13.2055,5,-83,e0:91:53:78:49:20
1381872310,55.712,13.2055,5,-88,50:c7:bf:49:cf:73
319457504,55.7119,13.2055,4,-85,00:26:3e:b4:10:43
319457511,55.7119,13.2055,4,-86,00:26:3e:b4:10:41
933849440,55.7119,13.2055,5,-90,40:e3:d6:d3:d1:b2
319457504,55.7118,13.2055,7,-89,00:26:3e:b4:10:43
319457504,55.7118,13.2055,7,-89,00:26:3e:b4:10:43
319457504,55.7118,13.2055,7,-89,00:26:3e:b4:10:43
319457511,55.7118,13.2055,7,-90,00:26:3e:b4:10:41
319457511,55.7118,13.2055,7,-90,00:26:3e:b4:10:41
319457511,55.7118,13.2055,7,-90,00:26:3e:b4:10:41
319457504,55.7118,13.2055,7,-89,00:26:3e:b4:10:43
319457511,55.7118,13.2055,7,-90,00:26:3e:b4:10:41
1166890813,55.7119,13.2055,5,-82,70:3a:0e:9a:6c:b1
1166890814,55.7119,13.2055,5,-82,70:3a:0e:9a:6c:b0
1166890816,55.7119,13.2055,5,-85,70:3a:0e:9a:74:d1
1166890820,55.7119,13.2055,5,-80,70:3a:0e:9a:74:c1
1166890826,55.7119,13.2055,5,-85,70:3a:0e:9a:74:d0
1172064050,55.7119,13.2055,5,-86,b4:5d:50:ea:ae:d1
1172064051,55.7119,13.2055,5,-87,b4:5d:50:ea:ae:d0
1230189394,55.7119,13.2055,5,-74,9e:93:4e:3b:b4:ef
1242205769,55.7119,13.2055,5,-88,c4:b3:01:e1:8e:ff
1316664694,55.7119,13.2055,5,-82,70:3a:0e:9a:6c:b2
1316664712,55.7119,13.2055,5,-86,70:3a:0e:9a:74:d2
319457504,55.7119,13.2055,4,-91,00:26:3e:b4:10:43
319457511,55.7119,13.2055,4,-91,00:26:3e:b4:10:41
812725945,55.7129,13.2055,3,-89,
812725925,55.7129,13.2056,9,-85,
319457504,55.7118,13.2056,3,-91,00:26:3e:b4:10:43
319457511,55.7118,13.2056,3,-91,00:26:3e:b4:10:41
