wifiid,gpslatitude,gpslongitude,gpsposaccuracy,rssi,MAC
812725925,55.7121,13.2086,4,-81,
812725925,55.7121,13.2086,3,-73,
812725945,55.7121,13.2086,4,-80,
812725945,55.7121,13.2086,4,-80,
812726093,55.7121,13.2086,3,-88,
878638149,55.7121,13.2086,3,-81,
878638149,55.7121,13.2086,3,-81,
896218418,55.7121,13.2086,3,-89,
896218418,55.7121,13.2086,3,-89,
896289537,55.7121,13.2086,3,-90,
896289537,55.7121,13.2086,3,-90,
933849440,55.7121,13.2086,3,-85,40:e3:d6:d3:d1:b2
933849440,55.7121,13.2086,3,-85,40:e3:d6:d3:d1:b2
933849460,55.7125,13.2086,10,-90,40:e3:d6:d3:d9:12
934787177,55.7121,13.2086,3,-89,40:e3:d6:d3:d3:32
934787177,55.7121,13.2086,3,-89,40:e3:d6:d3:d3:32
896218418,55.7122,13.2086,5,-91,
933849440,55.7122,13.2086,5,-87,40:e3:d6:d3:d1:b2
933849460,55.7122,13.2086,5,-90,40:e3:d6:d3:d9:12
934787177,55.7122,13.2086,5,-90,40:e3:d6:d3:d3:32
1274080960,55.7122,13.2086,5,-89,a8:bd:27:4e:57:81
1274080963,55.7122,13.2086,5,-90,a8:bd:27:4e:57:80
812725945,55.7122,13.2086,8,-75,
933849440,55.7122,13.2086,8,-80,40:e3:d6:d3:d1:b2
934787177,55.7122,13.2086,8,-88,40:e3:d6:d3:d3:32
812725925,55.7121,13.2086,9,-76,
812725945,55.7121,13.2086,9,-83,
813577019,55.7121,13.2086,9,-85,
813577021,55.7121,13.2086,9,-86,
896218418,55.7121,13.2086,9,-88,
933849440,55.7121,13.2086,9,-86,40:e3:d6:d3:d1:b2
933849460,55.7121,13.2086,9,-89,40:e3:d6:d3:d9:12
934787177,55.7121,13.2086,9,-86,40:e3:d6:d3:d3:32
395047954,55.711,13.2086,3,-93,ac:7f:3e:ec:15:ea
812725945,55.7121,13.2086,4,-71,
813577021,55.7121,13.2086,4,-88,
933849440,55.7121,13.2086,4,-81,40:e3:d6:d3:d1:b2
934787177,55.7121,13.2086,4,-88,40:e3:d6:d3:d3:32
1463003126,55.7121,13.2086,4,-88,b4:5d:50:17:c7:71
1463003127,55.7121,13.2086,4,-89,b4:5d:50:17:c7:70
641448991,55.7112,13.2086,5,-89,ac:a3:1e:d3:e4:90
641448998,55.7112,13.2086,5,-89,ac:a3:1e:d3:e4:91
812725925,55.711,13.2086,3,-82,
812725945,55.711,13.2086,4,-87,
896218199,55.711,13.2086,3,-90,
896218200,55.711,13.2086,3,-89,
933849440,55.7122,13.2086,7,-86,40:e3:d6:d3:d1:b2
812725945,55.7121,13.2086,5,-75,
933849440,55.7121,13.2086,5,-82,40:e3:d6:d3:d1:b2
934787177,55.7121,13.2086,5,-89,40:e3:d6:d3:d3:32
1315812595,55.71,13.2086,4,-89,f0:5c:19:9a:ff:f2
812725925,55.7121,13.2086,4,-88,
812725945,55.7121,13.2086,3,-88,
812725945,55.7121,13.2086,3,-88,
812725945,55.7121,13.2086,4,-86,
812725945,55.7121,13.2086,4,-88,
812725945,55.7121,13.2086,4,-88,
813577019,55.7121,13.2086,4,-88,
813577019,55.7121,13.2086,4,-88,
813577021,55.7121,13.2086,4,-89,
813577021,55.7121,13.2086,4,-89,
813577021,55.7121,13.2086,4,-89,
878638147,55.7121,13.2086,5,-83,
878638149,55.7121,13.2086,5,-83,
933849440,55.7121,13.2086,4,-81,40:e3:d6:d3:d1:b2
933849440,55.7121,13.2086,4,-81,40:e3:d6:d3:d1:b2
933849440,55.7121,13.2086,4,-81,40:e3:d6:d3:d1:b2
933849440,55.7121,13.2086,5,-87,40:e3:d6:d3:d1:b2
933849440,55.7121,13.2086,5,-87,40:e3:d6:d3:d1:b2
933849440,55.7121,13.2086,4,-80,40:e3:d6:d3:d1:b2
933849440,55.7121,13.2086,4,-80,40:e3:d6:d3:d1:b2
933849440,55.7121,13.2086,4,-83,40:e3:d6:d3:d1:b2
933849440,55.7121,13.2086,4,-83,40:e3:d6:d3:d1:b2
933849440,55.7121,13.2086,4,-83,40:e3:d6:d3:d1:b2
934787177,55.7121,13.2086,4,-88,40:e3:d6:d3:d3:32
934787177,55.7121,13.2086,4,-88,40:e3:d6:d3:d3:32
934787177,55.7121,13.2086,4,-89,40:e3:d6:d3:d3:32
934787177,55.7121,13.2086,4,-89,40:e3:d6:d3:d3:32
934787177,55.7121,13.2086,4,-89,40:e3:d6:d3:d3:32
1463003126,55.7121,13.2086,4,-88,b4:5d:50:17:c7:71
1463003126,55.7121,13.2086,4,-88,b4:5d:50:17:c7:71
1463003127,55.7121,13.2086,4,-89,b4:5d:50:17:c7:70
1463003127,55.7121,13.2086,4,-89,b4:5d:50:17:c7:70
812725925,55.7121,13.2086,9,-81,
812725945,55.7121,13.2086,9,-83,
812726093,55.7121,13.2086,9,-86,
933849440,55.7121,13.2086,8,-85,40:e3:d6:d3:d1:b2
934787177,55.7121,13.2086,8,-89,40:e3:d6:d3:d3:32
641448991,55.7111,13.2086,5,-92,ac:a3:1e:d3:e4:90
641448998,55.7111,13.2086,5,-91,ac:a3:1e:d3:e4:91
812725945,55.7111,13.2086,5,-91,
812726093,55.7122,13.2086,7,-87,
813577019,55.7122,13.2086,7,-89,
933849440,55.7122,13.2086,7,-81,40:e3:d6:d3:d1:b2
934787177,55.7122,13.2086,7,-89,40:e3:d6:d3:d3:32
878638147,55.71,13.2086,3,-90,
878638149,55.71,13.2086,3,-90,
4343261,55.711,13.2086,10,-90,00:1d:7e:f0:fb:39
4343261,55.711,13.2086,10,-90,00:1d:7e:f0:fb:39
641448991,55.711,13.2086,10,-82,ac:a3:1e:d3:e4:90
641448991,55.711,13.2086,10,-82,ac:a3:1e:d3:e4:90
641448998,55.711,13.2086,10,-83,ac:a3:1e:d3:e4:91
641448998,55.711,13.2086,10,-83,ac:a3:1e:d3:e4:91
642776778,55.711,13.2086,10,-92,ac:a3:1e:d3:e7:a1
642776778,55.711,13.2086,10,-92,ac:a3:1e:d3:e7:a1
654474280,55.711,13.2086,10,-92,ac:a3:1e:d3:e7:a0
654474280,55.711,13.2086,10,-92,ac:a3:1e:d3:e7:a0
654474435,55.711,13.2086,10,-92,ac:a3:1e:d3:de:00
654474435,55.711,13.2086,10,-92,ac:a3:1e:d3:de:00
654474463,55.711,13.2086,10,-92,ac:a3:1e:d3:e4:80
654474463,55.711,13.2086,10,-92,ac:a3:1e:d3:e4:80
654474466,55.711,13.2086,10,-92,ac:a3:1e:d3:e4:81
654474466,55.711,13.2086,10,-92,ac:a3:1e:d3:e4:81
767023101,55.711,13.2086,10,-93,ac:a3:1e:d3:e7:a2
767023101,55.711,13.2086,10,-93,ac:a3:1e:d3:e7:a2
812725925,55.7121,13.2086,6,-81,
812725945,55.7122,13.2086,8,-80,
813577019,55.7121,13.2086,3,-84,
813577019,55.7122,13.2086,8,-87,
813577021,55.7121,13.2086,3,-85,
933849440,55.7121,13.2086,3,-85,40:e3:d6:d3:d1:b2
933849440,55.7122,13.2086,8,-87,40:e3:d6:d3:d1:b2
934787177,55.7121,13.2086,3,-84,40:e3:d6:d3:d3:32
934787177,55.7122,13.2086,8,-87,40:e3:d6:d3:d3:32
1248355328,55.711,13.2086,8,-86,b4:5d:50:0b:90:21
1248355332,55.711,13.2086,8,-87,b4:5d:50:0b:90:40
1248355338,55.711,13.2086,8,-87,b4:5d:50:0b:90:41
1435555106,55.7111,13.2086,4,-72,b4:5d:50:17:c7:60
1462408599,55.7111,13.2086,4,-72,b4:5d:50:17:c7:61
395047954,55.711,13.2086,6,-93,ac:7f:3e:ec:15:ea
637404821,55.7121,13.2086,4,-92,ac:a3:1e:d3:e1:00
812725925,55.712,13.2086,3,-73,
812725925,55.7121,13.2086,4,-80,
812725925,55.7121,13.2086,9,-76,
812725925,55.7121,13.2086,4,-86,
812725925,55.7121,13.2086,3,-74,
812725925,55.7121,13.2086,5,-74,
812725945,55.711,13.2086,3,-88,
812725945,55.712,13.2086,3,-76,
812725945,55.7121,13.2086,4,-78,
812725945,55.7121,13.2086,9,-68,
812725945,55.7121,13.2086,5,-74,
896218200,55.711,13.2086,3,-88,
896218418,55.711,13.2086,3,-89,
896218418,55.7121,13.2086,4,-92,
933849440,55.7121,13.2086,3,-85,40:e3:d6:d3:d1:b2
933849440,55.7121,13.2086,5,-91,40:e3:d6:d3:d1:b2
934787177,55.7121,13.2086,3,-84,40:e3:d6:d3:d3:32
1186610611,55.711,13.2086,3,-89,70:3a:0e:9b:3a:80
1186613707,55.711,13.2086,3,-88,70:3a:0e:9b:3a:81
1274080960,55.7121,13.2086,4,-89,a8:bd:27:4e:57:81
1274080960,55.7121,13.2086,4,-89,a8:bd:27:4e:57:81
896289537,55.7121,13.2086,3,-90,
812725925,55.7121,13.2086,3,-77,
812725945,55.711,13.2086,5,-89,
812725945,55.7121,13.2086,3,-85,
812725945,55.7121,13.2086,3,-85,
1186610611,55.711,13.2086,3,-89,70:3a:0e:9b:3a:80
1186613707,55.711,13.2086,3,-88,70:3a:0e:9b:3a:81
637404821,55.7121,13.2086,3,-87,ac:a3:1e:d3:e1:00
637404825,55.7121,13.2086,3,-88,ac:a3:1e:d3:e1:01
637404898,55.7121,13.2086,3,-85,ac:a3:1e:d3:e5:80
637404900,55.7121,13.2086,3,-85,ac:a3:1e:d3:e5:81
812725925,55.7121,13.2086,3,-80,
812725945,55.7121,13.2086,3,-81,
812725945,55.7121,13.2086,9,-83,
637404898,55.7121,13.2086,9,-84,ac:a3:1e:d3:e5:80
637404900,55.7121,13.2086,9,-84,ac:a3:1e:d3:e5:81
642776903,55.7121,13.2086,9,-89,ac:a3:1e:d3:e5:91
812726093,55.7121,13.2086,9,-84,
813577067,55.7121,13.2086,9,-87,
813577068,55.7121,13.2086,9,-87,
637404821,55.7121,13.2086,5,-90,ac:a3:1e:d3:e1:00
637404898,55.7121,13.2086,5,-87,ac:a3:1e:d3:e5:80
641448991,55.7111,13.2086,7,-90,ac:a3:1e:d3:e4:90
641448991,55.7111,13.2086,7,-72,ac:a3:1e:d3:e4:90
641448998,55.7111,13.2086,7,-90,ac:a3:1e:d3:e4:91
687020788,55.7111,13.2086,7,-79,ac:a3:1e:d3:e3:10
637404821,55.7121,13.2086,5,-90,ac:a3:1e:d3:e1:00
637404821,55.7121,13.2086,5,-90,ac:a3:1e:d3:e1:00
637404821,55.7122,13.2086,3,-87,ac:a3:1e:d3:e1:00
637404898,55.7121,13.2086,5,-87,ac:a3:1e:d3:e5:80
637404898,55.7121,13.2086,5,-87,ac:a3:1e:d3:e5:80
812725925,55.712,13.2086,4,-75,
812725925,55.7121,13.2086,3,-86,
812725925,55.7121,13.2086,3,-86,
812725925,55.7121,13.2086,3,-76,
812725925,55.7122,13.2086,3,-73,
812725945,55.7121,13.2086,4,-81,
812725945,55.7121,13.2086,5,-79,
812725945,55.7121,13.2086,3,-84,
812725945,55.7121,13.2086,3,-84,
812726093,55.7121,13.2086,3,-86,
813577019,55.712,13.2086,3,-86,
813577019,55.7121,13.2086,3,-89,
813577019,55.7121,13.2086,5,-90,
813577021,55.7121,13.2086,3,-89,
813577021,55.7121,13.2086,5,-91,
878638147,55.712,13.2086,3,-79,
878638149,55.7121,13.2086,8,-72,
896218199,55.712,13.2086,3,-88,
896218418,55.7122,13.2086,3,-85,
933849440,55.712,13.2086,3,-79,40:e3:d6:d3:d1:b2
933849440,55.7121,13.2086,4,-87,40:e3:d6:d3:d1:b2
933849440,55.7122,13.2086,3,-84,40:e3:d6:d3:d1:b2
933849460,55.712,13.2086,3,-86,40:e3:d6:d3:d9:12
933849460,55.7122,13.2086,3,-86,40:e3:d6:d3:d9:12
934787177,55.7121,13.2086,3,-88,40:e3:d6:d3:d3:32
934787177,55.7121,13.2086,3,-88,40:e3:d6:d3:d3:32
934787180,55.712,13.2086,3,-91,40:e3:d6:d3:d9:32
934787183,55.712,13.2086,3,-88,40:e3:d6:d3:e0:72
934787199,55.712,13.2086,3,-87,40:e3:d6:d3:de:92
896218418,55.712,13.2086,3,-92,
933849440,55.712,13.2086,3,-87,40:e3:d6:d3:d1:b2
896218418,55.7122,13.2086,10,-88,
896289537,55.7122,13.2086,10,-89,
933849440,55.7122,13.2086,10,-86,40:e3:d6:d3:d1:b2
933849460,55.7122,13.2086,10,-89,40:e3:d6:d3:d9:12
812725925,55.7121,13.2086,3,-86,
812725945,55.712,13.2086,3,-78,
812725945,55.7121,13.2086,3,-84,
813577021,55.7121,13.2086,3,-89,
896289537,55.712,13.2086,3,-90,
933849440,55.712,13.2086,3,-87,40:e3:d6:d3:d1:b2
933849460,55.712,13.2086,3,-88,40:e3:d6:d3:d9:12
934787177,55.7121,13.2086,3,-88,40:e3:d6:d3:d3:32
812725925,55.7121,13.2086,3,-78,
812725945,55.7121,13.2086,3,-79,
812726093,55.7121,13.2086,3,-87,
813577019,55.7121,13.2086,3,-90,
813577021,55.7121,13.2086,3,-89,
896218418,55.7121,13.2086,3,-89,
896289537,55.7121,13.2086,3,-89,
896289537,55.7121,13.2086,4,-88,
933849440,55.7121,13.2086,3,-83,40:e3:d6:d3:d1:b2
933849440,55.7121,13.2086,3,-83,40:e3:d6:d3:d1:b2
933849440,55.7121,13.2086,4,-86,40:e3:d6:d3:d1:b2
933849460,55.7121,13.2086,3,-89,40:e3:d6:d3:d9:12
933849460,55.7121,13.2086,4,-89,40:e3:d6:d3:d9:12
934787177,55.7121,13.2086,3,-89,40:e3:d6:d3:d3:32
934787177,55.7121,13.2086,3,-89,40:e3:d6:d3:d3:32
896289537,55.712,13.2086,3,-89,
933849440,55.712,13.2086,3,-86,40:e3:d6:d3:d1:b2
933849460,55.712,13.2086,3,-88,40:e3:d6:d3:d9:12
812725945,55.7121,13.2086,10,-88,
878638147,55.7121,13.2086,10,-85,
327060419,55.7121,13.2086,7,-76,e0:91:53:78:45:fc
329723303,55.7121,13.2086,7,-88,e0:91:53:78:49:65
336523176,55.7121,13.2086,7,-85,e0:91:53:79:68:aa
336523183,55.7121,13.2086,7,-84,e0:91:53:78:49:20
336523185,55.7121,13.2086,7,-96,e0:91:53:78:43:f0
336523191,55.7121,13.2086,7,-81,e0:91:53:78:45:ba
339445317,55.7121,13.2086,7,-89,e0:91:53:78:46:a4
339445341,55.7121,13.2086,7,-95,e0:91:53:78:ce:1a
339445358,55.7121,13.2086,7,-88,e0:91:53:79:75:f3
357776104,55.7121,13.2086,7,-90,e0:91:53:78:49:58
812725925,55.7121,13.2086,4,-80,
812725945,55.712,13.2086,5,-75,
812725945,55.7121,13.2086,4,-80,
1381872311,55.7121,13.2086,7,-85,50:c7:bf:49:cf:74
4343261,55.7111,13.2086,3,-87,00:1d:7e:f0:fb:39
4343261,55.7111,13.2086,3,-87,00:1d:7e:f0:fb:39
812725925,55.711,13.2086,3,-80,
812725925,55.711,13.2086,3,-80,
812725925,55.7121,13.2086,10,-77,
812725925,55.7122,13.2086,10,-80,
812725925,55.7122,13.2086,10,-78,
812725925,55.7122,13.2086,5,-76,
812725925,55.7122,13.2086,5,-76,
812725925,55.7122,13.2086,10,-81,
812725945,55.7121,13.2086,10,-76,
812725945,55.7121,13.2086,10,-76,
812725945,55.7122,13.2086,7,-80,
812725945,55.7122,13.2086,7,-79,
812725945,55.7122,13.2086,5,-79,
813577019,55.7122,13.2086,10,-82,
813577021,55.7122,13.2086,10,-82,
878638149,55.7121,13.2086,5,-74,
878638149,55.7121,13.2086,10,-85,
896218418,55.711,13.2086,3,-89,
896218418,55.711,13.2086,3,-89,
896289537,55.7122,13.2086,10,-81,
933849440,55.7121,13.2086,5,-82,40:e3:d6:d3:d1:b2
933849440,55.7122,13.2086,10,-90,40:e3:d6:d3:d1:b2
1198205994,55.7111,13.2086,3,-90,70:3a:0e:a9:81:a0
1198205994,55.7111,13.2086,3,-90,70:3a:0e:a9:81:a0
1248355328,55.711,13.2086,3,-81,b4:5d:50:0b:90:21
1248355328,55.711,13.2086,3,-81,b4:5d:50:0b:90:21
1248355328,55.7111,13.2086,3,-87,b4:5d:50:0b:90:21
1248355328,55.7111,13.2086,3,-87,b4:5d:50:0b:90:21
1248355331,55.711,13.2086,3,-79,b4:5d:50:0b:90:20
1248355331,55.711,13.2086,3,-79,b4:5d:50:0b:90:20
1248355331,55.7111,13.2086,3,-85,b4:5d:50:0b:90:20
1248355331,55.7111,13.2086,3,-85,b4:5d:50:0b:90:20
1248355332,55.711,13.2086,3,-85,b4:5d:50:0b:90:40
1248355332,55.711,13.2086,3,-85,b4:5d:50:0b:90:40
1248355332,55.7111,13.2086,3,-81,b4:5d:50:0b:90:40
1248355332,55.7111,13.2086,3,-81,b4:5d:50:0b:90:40
1248355338,55.711,13.2086,3,-84,b4:5d:50:0b:90:41
1248355338,55.711,13.2086,3,-84,b4:5d:50:0b:90:41
1248355338,55.7111,13.2086,3,-82,b4:5d:50:0b:90:41
1248355338,55.7111,13.2086,3,-82,b4:5d:50:0b:90:41
1273331677,55.7111,13.2086,3,-90,a8:bd:27:25:0e:42
1273331677,55.7111,13.2086,3,-90,a8:bd:27:25:0e:42
1273331678,55.7111,13.2086,3,-89,a8:bd:27:25:0e:41
1273331678,55.7111,13.2086,3,-89,a8:bd:27:25:0e:41
1273331679,55.7111,13.2086,3,-89,a8:bd:27:25:0e:43
1273331679,55.7111,13.2086,3,-89,a8:bd:27:25:0e:43
1435555106,55.711,13.2086,4,-85,b4:5d:50:17:c7:60
812725925,55.7122,13.2086,10,-81,
637404821,55.711,13.2086,4,-88,ac:a3:1e:d3:e1:00
654474463,55.711,13.2086,4,-89,ac:a3:1e:d3:e4:80
654474463,55.711,13.2086,5,-91,ac:a3:1e:d3:e4:80
654474466,55.711,13.2086,4,-88,ac:a3:1e:d3:e4:81
813577019,55.7121,13.2086,9,-77,
869924335,55.711,13.2086,4,-90,40:e3:d6:d3:d2:70
878621633,55.711,13.2086,4,-89,40:e3:d6:d3:d2:71
896218199,55.711,13.2086,4,-86,
896218200,55.711,13.2086,4,-85,
336523183,55.7121,13.2086,5,-89,e0:91:53:78:49:20
878638147,55.712,13.2086,3,-83,
933849440,55.7121,13.2086,4,-85,40:e3:d6:d3:d1:b2
937698368,55.712,13.2086,3,-90,40:e3:d6:a7:a3:43
964128123,55.712,13.2086,3,-87,40:e3:d6:a8:43:43
812725925,55.7122,13.2086,6,-83,
813577021,55.7122,13.2086,6,-89,
933849440,55.7122,13.2086,6,-86,40:e3:d6:d3:d1:b2
934787177,55.7122,13.2086,6,-88,40:e3:d6:d3:d3:32
812725945,55.7122,13.2086,7,-81,
813577019,55.7122,13.2086,7,-90,
933849440,55.7122,13.2086,7,-88,40:e3:d6:d3:d1:b2
934787177,55.7122,13.2086,7,-88,40:e3:d6:d3:d3:32
4343261,55.711,13.2086,3,-89,00:1d:7e:f0:fb:39
812725925,55.71,13.2086,7,-84,
812725925,55.712,13.2086,3,-81,
812725945,55.7121,13.2086,4,-78,
812725945,55.7121,13.2086,9,-81,
812726093,55.712,13.2086,3,-85,
812726093,55.7121,13.2086,9,-86,
813577021,55.7121,13.2086,4,-89,
878638147,55.712,13.2086,3,-86,
878638149,55.712,13.2086,3,-85,
878638149,55.7121,13.2086,4,-82,
934787177,55.7121,13.2086,4,-88,40:e3:d6:d3:d3:32
1103619497,55.71,13.2086,5,-87,f0:5c:19:9b:2a:80
1103619497,55.71,13.2086,5,-87,f0:5c:19:9b:2a:80
1182334685,55.71,13.2086,7,-86,14:cc:20:ff:7c:f4
1186610611,55.711,13.2086,3,-88,70:3a:0e:9b:3a:80
1186613707,55.711,13.2086,3,-89,70:3a:0e:9b:3a:81
1198205754,55.711,13.2086,3,-88,70:3a:0e:a9:74:20
1315755026,55.71,13.2086,5,-87,f0:5c:19:9b:2a:82
1315755026,55.71,13.2086,5,-87,f0:5c:19:9b:2a:82
812725925,55.7121,13.2086,9,-81,
812725945,55.7121,13.2086,4,-78,
812725945,55.7121,13.2086,9,-81,
812726093,55.7121,13.2086,9,-86,
813577021,55.7121,13.2086,4,-89,
878638149,55.7121,13.2086,4,-82,
934787177,55.7121,13.2086,4,-88,40:e3:d6:d3:d3:32
1248355329,55.7099,13.2086,5,-90,10:62:eb:44:a7:7c
812725925,55.7119,13.2086,3,-84,
812725925,55.7121,13.2086,3,-76,
812725925,55.7122,13.2086,3,-60,
812725925,55.7122,13.2086,5,-74,
812725945,55.7119,13.2086,3,-82,
813577021,55.7122,13.2086,3,-87,
813577021,55.7122,13.2086,5,-90,
869924335,55.7122,13.2086,3,-87,40:e3:d6:d3:d2:70
878621633,55.7122,13.2086,3,-88,40:e3:d6:d3:d2:71
896218199,55.7122,13.2086,3,-87,
896218200,55.7122,13.2086,3,-86,
896218418,55.7122,13.2086,3,-84,
933849440,55.7121,13.2086,3,-77,40:e3:d6:d3:d1:b2
933849440,55.7122,13.2086,5,-88,40:e3:d6:d3:d1:b2
934787177,55.7122,13.2086,5,-89,40:e3:d6:d3:d3:32
934787183,55.7121,13.2086,3,-91,40:e3:d6:d3:e0:72
641448991,55.7111,13.2086,10,-83,ac:a3:1e:d3:e4:90
641448998,55.7111,13.2086,10,-84,ac:a3:1e:d3:e4:91
654474435,55.7111,13.2086,10,-90,ac:a3:1e:d3:de:00
654474463,55.7111,13.2086,10,-87,ac:a3:1e:d3:e4:80
654474466,55.7111,13.2086,10,-87,ac:a3:1e:d3:e4:81
702714370,55.7111,13.2086,10,-92,ac:a3:1e:d3:e3:00
767023022,55.7111,13.2086,10,-92,ac:a3:1e:d3:e3:02
4343261,55.711,13.2086,5,-85,00:1d:7e:f0:fb:39
812725925,55.7122,13.2086,10,-82,
812725945,55.7122,13.2086,10,-81,
896289537,55.7122,13.2086,10,-89,
933849440,55.7122,13.2086,10,-86,40:e3:d6:d3:d1:b2
933849440,55.7122,13.2086,10,-86,40:e3:d6:d3:d1:b2
933849440,55.7122,13.2086,10,-86,40:e3:d6:d3:d1:b2
933849460,55.7122,13.2086,10,-89,40:e3:d6:d3:d9:12
1435555106,55.711,13.2086,5,-78,b4:5d:50:17:c7:60
1462408599,55.711,13.2086,5,-77,b4:5d:50:17:c7:61
654474280,55.711,13.2086,3,-88,ac:a3:1e:d3:e7:a0
654474280,55.711,13.2086,3,-88,ac:a3:1e:d3:e7:a0
654474435,55.711,13.2086,3,-89,ac:a3:1e:d3:de:00
654474435,55.711,13.2086,3,-89,ac:a3:1e:d3:de:00
812725925,55.7109,13.2086,4,-87,
812725925,55.711,13.2086,3,-81,
812725925,55.7121,13.2086,9,-83,
812725945,55.711,13.2086,3,-82,
812725945,55.7121,13.2086,10,-81,
812725945,55.7121,13.2086,4,-74,
812725945,55.7122,13.2086,3,-66,
812725945,55.7122,13.2086,4,-88,
813577019,55.7122,13.2086,4,-86,
869924335,55.7122,13.2086,3,-87,40:e3:d6:d3:d2:70
878621633,55.7122,13.2086,3,-88,40:e3:d6:d3:d2:71
896218199,55.7122,13.2086,3,-87,
896218200,55.7122,13.2086,3,-86,
896218418,55.7122,13.2086,3,-84,
896289537,55.7121,13.2086,4,-90,
896289537,55.7122,13.2086,3,-85,
933849440,55.7122,13.2086,4,-83,40:e3:d6:d3:d1:b2
934787177,55.7122,13.2086,4,-85,40:e3:d6:d3:d3:32
1248355332,55.7111,13.2086,3,-85,b4:5d:50:0b:90:40
1248355332,55.7111,13.2086,3,-85,b4:5d:50:0b:90:40
1248355338,55.7111,13.2086,3,-86,b4:5d:50:0b:90:41
1248355338,55.7111,13.2086,3,-86,b4:5d:50:0b:90:41
1435555106,55.7111,13.2086,3,-72,b4:5d:50:17:c7:60
1435555106,55.7111,13.2086,3,-72,b4:5d:50:17:c7:60
1462408599,55.7111,13.2086,3,-72,b4:5d:50:17:c7:61
1462408599,55.7111,13.2086,3,-72,b4:5d:50:17:c7:61
654474280,55.711,13.2086,3,-88,ac:a3:1e:d3:e7:a0
654474435,55.711,13.2086,3,-89,ac:a3:1e:d3:de:00
812725925,55.7121,13.2086,9,-81,
812725925,55.7121,13.2086,4,-75,
812725945,55.711,13.2086,3,-82,
812725945,55.7121,13.2086,9,-82,
812725945,55.7121,13.2086,9,-77,
812725945,55.7121,13.2086,4,-74,
812726093,55.7121,13.2086,9,-87,
896289537,55.7121,13.2086,4,-90,
1182334685,55.71,13.2086,6,-84,14:cc:20:ff:7c:f4
336523183,55.7121,13.2086,9,-89,e0:91:53:78:49:20
812725925,55.7121,13.2086,9,-79,
812725925,55.7121,13.2086,7,-81,
812725945,55.7121,13.2086,9,-79,
812726093,55.7121,13.2086,3,-87,
812726093,55.7121,13.2086,9,-86,
896289537,55.7121,13.2086,7,-90,
201435797,55.7121,13.2086,10,-89,70:81:05:3a:da:e1
637404900,55.7121,13.2086,10,-88,ac:a3:1e:d3:e5:81
812726093,55.7121,13.2086,3,-87,
878638149,55.7121,13.2086,3,-73,
933849440,55.7121,13.2086,3,-83,40:e3:d6:d3:d1:b2
812725925,55.7122,13.2086,9,-80,
813577021,55.7122,13.2086,9,-86,
934787177,55.7122,13.2086,9,-85,40:e3:d6:d3:d3:32
30879676,55.711,13.2086,4,-85,30:46:9a:1c:bf:22
654474435,55.711,13.2086,6,-88,ac:a3:1e:d3:de:00
812725925,55.711,13.2086,6,-87,
812725945,55.7121,13.2086,4,-77,
1248355332,55.711,13.2086,4,-86,b4:5d:50:0b:90:40
1376444869,55.711,13.2086,4,-82,b4:5d:50:0b:90:50
1376444870,55.711,13.2086,4,-82,b4:5d:50:0b:90:51
1435555106,55.711,13.2086,4,-77,b4:5d:50:17:c7:60
1462408599,55.711,13.2086,4,-76,b4:5d:50:17:c7:61
812725925,55.7121,13.2086,3,-85,
933849440,55.7121,13.2086,3,-88,40:e3:d6:d3:d1:b2
933849440,55.7121,13.2086,3,-88,40:e3:d6:d3:d1:b2
812725925,55.7121,13.2086,10,-81,
812726093,55.7121,13.2086,10,-86,
4343261,55.711,13.2086,4,-93,00:1d:7e:f0:fb:39
4343261,55.7111,13.2086,3,-90,00:1d:7e:f0:fb:39
395047954,55.711,13.2086,4,-90,ac:7f:3e:ec:15:ea
441233439,55.7068,13.2086,4,-85,c4:04:15:02:05:92
461077759,55.7068,13.2086,4,-86,c4:04:15:02:06:55
637404821,55.7121,13.2086,5,-89,ac:a3:1e:d3:e1:00
637404821,55.7121,13.2086,5,-89,ac:a3:1e:d3:e1:00
637404825,55.7121,13.2086,5,-86,ac:a3:1e:d3:e1:01
637404825,55.7121,13.2086,5,-86,ac:a3:1e:d3:e1:01
637404898,55.7121,13.2086,5,-84,ac:a3:1e:d3:e5:80
637404898,55.7121,13.2086,5,-84,ac:a3:1e:d3:e5:80
637404900,55.7121,13.2086,4,-85,ac:a3:1e:d3:e5:81
637404900,55.7121,13.2086,4,-85,ac:a3:1e:d3:e5:81
812725925,55.7121,13.2086,5,-75,
812725925,55.7121,13.2086,5,-75,
812725925,55.7121,13.2086,4,-79,
812725925,55.7121,13.2086,5,-72,
812725945,55.7121,13.2086,5,-71,
812725945,55.7121,13.2086,5,-71,
878638147,55.7121,13.2086,3,-81,
933849440,55.7121,13.2086,3,-88,40:e3:d6:d3:d1:b2
934787177,55.7121,13.2086,5,-90,40:e3:d6:d3:d3:32
1274065600,55.7121,13.2086,3,-89,a8:bd:27:4e:8c:a2
1274065601,55.7121,13.2086,3,-89,a8:bd:27:4e:8c:a1
1274065602,55.7121,13.2086,3,-88,a8:bd:27:4e:8c:a0
1274080947,55.7121,13.2086,3,-92,a8:bd:27:4e:8c:b1
1274080961,55.7121,13.2086,3,-89,a8:bd:27:4e:57:83
1274080962,55.7121,13.2086,3,-90,a8:bd:27:4e:57:82
1435555106,55.711,13.2086,3,-71,b4:5d:50:17:c7:60
1435555106,55.711,13.2086,3,-71,b4:5d:50:17:c7:60
